,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,X,LAT,LON,idx,NBR_LIST,NBR_COUNT,NBR_MATCH,latcut,loncut,Bin,CALL_LIST,BLIGHT_LIST,CRIME_LIST
876,876,250052,250052,250053,42.4428327666,-83.0823821657,250053,[],0,False,,6.0,NA6,[],[],[]
877,877,4309,4309,4308,42.3374766677,-83.2024877479,4308,[],0,False,5.0,3.0,53,[],[],[]
878,878,170417,170417,170418,42.3996893529,-82.9703030992,170418,[],0,False,8.0,9.0,89,[],[],[]
879,879,213581,213581,213582,42.386523957,-83.1137170054,213582,"[2652, 2661]",2,True,7.0,5.0,75,[],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",[]
880,880,309873,309873,309875,42.4123523035,-83.0437972382,309875,[],0,False,9.0,7.0,97,[],[],[]
881,881,52359,52359,52358,42.3169911179,-83.086340489,52358,[],0,False,4.0,6.0,46,[],[],[]
882,882,171967,171967,171968,42.3668619655,-83.0720165902,171968,[],0,False,6.0,6.0,66,[],[],[]
883,883,86587,86587,86587,42.3710958966,-82.9914998557,86587,[1896],1,True,6.0,8.0,68,[],[],[]
884,884,53133,53133,53132,42.4278073327,-83.1014735869,53132,[4688],1,True,9.0,5.0,95,[],[],[]
885,885,364361,364361,364363,42.3238291141,-83.10359696,364363,[2120],1,True,3.0,5.0,35,[],['Open Storage/ Residential/ Inoperable Vehicles (R1)'],[]
886,886,258296,258296,258297,42.3729429256,-82.9756064953,258297,[],0,False,7.0,9.0,79,[],[],[]
887,887,315355,315355,315357,42.2922117306,-83.148014838,315357,[3484],1,True,1.0,4.0,14,[],"['Improper placement of courville containers at residential structures containing one, two, three or four household units', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",[]
888,888,61806,61806,61806,42.3720468831,-82.9963058162,61806,[],0,False,7.0,8.0,78,[],[],[]
889,889,289430,289430,289432,42.399992064,-83.267765617,289432,[5198],1,True,8.0,1.0,81,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building']",[]
890,890,358194,358194,358196,42.3985710774,-83.2571581264,358196,[],0,False,8.0,1.0,81,[],[],[]
891,891,331187,331187,331189,42.3748514987,-83.1238069659,331189,[],0,False,7.0,5.0,75,[],[],[]
892,892,47184,47184,47183,42.4176734957,-83.2103732496,47183,[],0,False,9.0,2.0,92,[],[],[]
893,893,52356,52356,52355,42.3417861053,-83.146280881,52355,[],0,False,5.0,4.0,54,[],[],[]
894,894,103721,103721,103721,42.4354078083,-83.0984551057,103721,[],0,False,,6.0,NA6,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
895,895,74696,74696,74696,42.3555794383,-83.0125817196,74696,[],0,False,6.0,8.0,68,[],[],['LARCENY']
896,896,55363,55363,55362,42.3909734254,-82.949327262,55362,[],0,False,8.0,,8NA,[],[],[]
897,897,107581,107581,107581,42.371753545,-83.1597098698,107581,[],0,False,7.0,4.0,74,[],[],"['ASSAULT', 'DAMAGE TO PROPERTY']"
898,898,72110,72110,72110,42.4450567551,-82.9482903951,72110,[],0,False,,,NANA,[],[],[]
899,899,17553,17553,17552,42.3762333779,-83.015091753,17552,[],0,False,7.0,8.0,78,[],[],[]
900,900,380705,380705,380707,42.3026811924,-83.1317173789,380707,[4494],1,True,2.0,4.0,24,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Allowing bulk solid waste to lie or accumulate on or about the premises']","['TRAFFIC VIOLATIONS-DRIVING ON SUSPENDED', 'TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']"
901,901,298871,298871,298873,42.4213522929,-82.9662696821,298873,[],0,False,9.0,9.0,99,[],[],['AGGRAVATED ASSAULT']
902,902,240861,240861,240862,42.3675739847,-83.0920790397,240862,[],0,False,6.0,6.0,66,[],[],[]
903,903,169329,169329,169330,42.3780168628,-82.997028322,169330,[],0,False,7.0,8.0,78,[],[],[]
904,904,241261,241261,241262,42.364867995,-83.0949710293,241262,[],0,False,6.0,6.0,66,[],[],[]
905,905,38797,38797,38796,42.3556824564,-83.0309031751,38796,[3747],1,True,5.0,7.0,57,[],['Failure of owner to obtain certificate of compliance'],[]
906,906,131233,131233,131233,42.402353489,-83.175663345,131233,[],0,False,8.0,3.0,83,[],"['Failure of owner to obtain certificate of compliance', 'Improper storage and separation of solid waste for collection day', 'Dumping,  or deposting solid waste of five (5) cubic feet or more from any motor vehicle upon any public or private property or street', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",[]
907,907,267473,267473,267475,42.3894915409,-83.1947622859,267475,[],0,False,7.0,3.0,73,[],[],[]
908,908,230422,230422,230423,42.3575814417,-83.0213772025,230423,[],0,False,6.0,7.0,67,[],[],['DAMAGE TO PROPERTY']
909,909,148944,148944,148944,42.4479726571,-82.991375517,148944,[],0,False,,8.0,NA8,[],[],[]
910,910,27023,27023,27022,42.3729095382,-83.1562873794,27022,[2925],1,True,6.0,4.0,64,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building']",[]
911,911,298003,298003,298005,42.3875759536,-83.1130925083,298005,[1446],1,True,7.0,5.0,75,[],[],[]
912,912,64410,64410,64410,42.3594479971,-83.0825465539,64410,[],0,False,6.0,6.0,66,[],[],[]
913,913,292722,292722,292724,42.4406402588,-83.071995196,292724,[],0,False,,6.0,NA6,[],[],[]
914,914,35552,35552,35551,42.4351286904,-83.0086263868,35551,[],0,False,,8.0,NA8,[],[],[]
915,915,13177,13177,13176,42.337196613,-83.1417448878,13176,[4619],1,True,4.0,4.0,44,[],[],"['ENVIRONMENT', 'ASSAULT']"
916,916,381831,381831,381833,42.2726877847,-83.156010309,381833,[],0,False,1.0,4.0,14,[],[],[]
917,917,367246,367246,367248,42.4353110013,-83.2557481259,367248,[],0,False,,1.0,NA1,[],[],[]
918,918,31708,31708,31707,42.3516426069,-83.1731543238,31707,[],0,False,6.0,3.0,63,[],[],[]
919,919,82222,82222,82222,42.4306222652,-83.0555752325,82222,[],0,False,,7.0,NA7,[],[],[]
920,920,38986,38986,38985,42.3040336812,-83.1222608997,38985,[],0,False,3.0,5.0,35,[],[],[]
921,921,337192,337192,337194,42.432354471,-83.2169827331,337194,[],0,False,,2.0,NA2,[],[],['OTHER BURGLARY']
922,922,117866,117866,117866,42.4341842411,-82.9717811617,117866,[4527],1,True,,9.0,NA9,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
923,923,29724,29724,29723,42.3529209694,-83.0354686594,29723,[3939],1,True,5.0,7.0,57,[],[],[]
924,924,133264,133264,133264,42.3464560864,-83.1386014027,133264,[5073],1,True,5.0,4.0,54,[],[],"['BURGLARY', 'ASSAULT']"
925,925,6065,6065,6064,42.3303215698,-83.0735510349,6064,"[3332, 3333, 3334]",3,True,4.0,6.0,46,['Abandoned Vehicle'],['Fail to comply with an Emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy (1 or 2 family dwelling)'],[]
926,926,62833,62833,62833,42.2923947098,-83.1193073934,62833,[4449],1,True,1.0,5.0,15,[],[],[]
927,927,121539,121539,121539,42.3978674379,-83.1228534916,121539,[2473],1,True,8.0,5.0,85,[],[],[]
928,928,312411,312411,312413,42.4331937501,-82.9688461856,312413,[1538],1,True,,9.0,NA9,[],[],"['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS', 'TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']"
929,929,47892,47892,47891,42.4168643021,-82.9687431505,47891,[4776],1,True,9.0,9.0,99,[],[],[]
930,930,225510,225510,225511,42.423423799,-83.0657081902,225511,[4195],1,True,9.0,6.0,96,[],['Excessive weeds or plant growth one- or two-family dwelling or commercial Building'],[]
931,931,136032,136032,136032,42.4235563097,-83.074702663,136032,[],0,False,9.0,6.0,96,[],[],[]
932,932,371441,371441,371443,42.3484880568,-83.112974466,371443,[],0,False,5.0,5.0,55,[],[],[]
933,933,112065,112065,112065,42.3641154041,-83.0044072568,112065,[],0,False,6.0,8.0,68,[],[],[]
934,934,69326,69326,69326,42.3146121188,-83.0790940012,69326,[],0,False,4.0,6.0,46,[],[],[]
935,935,338745,338745,338747,42.3137291721,-83.1418213679,338747,"[1851, 1861]",2,True,3.0,4.0,34,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
936,936,195331,195331,195332,42.4275520179,-83.2449701462,195332,[],0,False,9.0,2.0,92,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
937,937,262912,262912,262914,42.3906475857,-83.2366321711,262914,[],0,False,8.0,2.0,82,[],[],[]
938,938,318708,318708,318710,42.4392982042,-82.9818500835,318710,[],0,False,,9.0,NA9,[],[],"['DAMAGE TO PROPERTY', 'DAMAGE TO PROPERTY']"
939,939,358515,358515,358517,42.3603219141,-83.0028162535,358517,[],0,False,6.0,8.0,68,[],[],[]
940,940,76839,76839,76839,42.3081461502,-83.097022955,76839,[5936],1,True,2.0,6.0,26,[],[],[]
941,941,62635,62635,62635,42.4213787283,-82.9969479125,62635,[2735],1,True,9.0,8.0,98,[],[],[]
942,942,203010,203010,203011,42.3981382953,-83.0010088348,203011,[2741],1,True,8.0,8.0,88,[],[],[]
943,943,10465,10465,10464,42.3878924358,-82.9489937576,10464,[3868],1,True,7.0,,7NA,[],"['Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance']",[]
944,944,111879,111879,111879,42.3593759972,-83.0825050538,111879,[],0,False,6.0,6.0,66,[],[],[]
945,945,199713,199713,199714,42.2791902585,-83.1410378404,199714,"[2620, 3727, 3914, 3963, 6752, 6755, 6968]",7,True,,4.0,NA4,[],"['Bulk solid waste deposited more than 24 hours before designated time', 'Rodent harborage one-or two-family dwelling or commercial building', 'Improper storage and separation of solid waste for collection day', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Dumping,  or deposting solid waste of five (5) cubic feet or more from any motor vehicle upon any public or private property or street', 'Open Storage/ Residential/ Inoperable Vehicles (R1)', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Rodent harborage one-or two-family dwelling or commercial building', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Unlawful occupation of rental property without lead clearance - one or two-family dwelling', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",[]
946,946,225161,225161,225162,42.433275773,-83.0673831998,225162,[],0,False,,6.0,NA6,[],[],['LARCENY']
947,947,331851,331851,331853,42.4229732276,-82.9949254338,331853,[4367],1,True,9.0,8.0,98,[],"['Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Fail to comply with an Emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy (1 or 2 family dwelling)']",['DANGEROUS DRUGS']
948,948,202630,202630,202631,42.2980752022,-83.1297268785,202631,[2787],1,True,1.0,5.0,15,[],[],['ASSAULT']
949,949,209870,209870,209871,42.3705654078,-83.0268502119,209871,"[5102, 5108]",2,True,6.0,8.0,68,[],[],[]
950,950,384148,384148,384150,42.4406864873,-83.2425961533,384150,[],0,False,,2.0,NA2,[],[],"['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS', 'LARCENY']"
951,951,225631,225631,225632,42.4044729449,-82.9199655488,225632,[],0,False,8.0,,8NA,[],[],[]
952,952,313216,313216,313218,42.3117041611,-83.1218509079,313218,[4556],1,True,3.0,5.0,35,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",[]
953,953,224211,224211,224212,42.3661035959,-83.1958807741,224212,[],0,False,6.0,3.0,63,[],[],[]
954,954,98092,98092,98092,42.4249009783,-83.2097377535,98092,[],0,False,9.0,3.0,93,[],[],"['DAMAGE TO PROPERTY', 'ROBBERY', 'AGGRAVATED ASSAULT']"
955,955,157429,157429,157429,42.416601325,-82.9581322434,157429,[],0,False,9.0,9.0,99,['Tree Issue'],[],[]
956,956,284918,284918,284920,42.3596685241,-83.1098869856,284920,[345],1,True,5.0,5.0,55,[],['Improper placement of Courville container between collections'],['ASSAULT']
957,957,106874,106874,106874,42.4089794327,-83.1423674456,106874,[],0,False,8.0,4.0,84,[],[],[]
958,958,89006,89006,89006,42.3024481915,-83.1301798821,89006,[5628],1,True,2.0,4.0,24,[],[],[]
959,959,182721,182721,182722,42.4123447733,-82.9888724644,182722,[],0,False,9.0,9.0,99,[],[],[]
960,960,197438,197438,197439,42.4085659752,-83.1765028463,197439,[],0,False,8.0,3.0,83,[],[],[]
961,961,287027,287027,287029,42.4412527501,-82.9564838136,287029,[],0,False,,9.0,NA9,[],[],"['FRAUD', 'STOLEN VEHICLE']"
